id,u,p,c,d,regp,hostRaw,level,rankLabel,rank,tags,private,source,notes,profileId,officialWebsite,profileAddress,rankingEligible,entityStatus,statusLabel,statusEffectiveFrom,statusSourceUrl,statusEvidence,hostBoundaryStatus,hostOverrideSourceUrl,hostOverrideEvidence,hostOverrideNote,originalHost,preferredRank,latestRankings,admissionFactCount,latestAdmissionYear,financeFactCount,latestFinanceYear
4145011548,广西财经学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,本科,财41,554,[],False,教育部2026名录（CSV镜像）,,1046,https://www.gxufe.edu.cn/www/myweb/index.html,"相思湖校区：广西壮族自治区南宁市大学西路189号,明秀校区：广西壮族自治区南宁市明秀西路100号,武鸣校区：广西壮族自治区南宁市武鸣区红岭大道636号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 554.0, 'label': '2026软科分类标签 财41', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4145011549,南宁学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,本科,44,924,[],True,教育部2026名录（CSV镜像）,民办,1762,https://unn.edu.cn/,广西壮族自治区南宁市龙亭路8号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 924.0, 'label': '2026软科主榜 44', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4145011607,北部湾大学,广西壮族自治区,钦州市,,广西壮族自治区,钦州市,本科,422,617,[],False,教育部2026名录（CSV镜像）,,1256,https://www.bbgu.edu.cn/,广西壮族自治区钦州市滨海新城滨海大道12号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 617.0, 'label': '2026软科主榜 422', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4145011825,桂林航天工业学院,广西壮族自治区,桂林市,,广西壮族自治区,桂林市,本科,500+,731,[],False,教育部2026名录（CSV镜像）,,1731,https://www.guat.edu.cn,广西壮族自治区桂林市金鸡路2号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 731.0, 'label': '2026软科分类标签 500+', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4145011837,桂林旅游学院,广西壮族自治区,桂林市,,广西壮族自治区,桂林市,本科,财46+,801,[],False,教育部2026名录（CSV镜像）,,1732,https://www.gltu.edu.cn/,"雁山校区：广西壮族自治区桂林市雁山区良丰路26号,骖鸾校区：广西壮族自治区桂林市七星区骖鸾路5号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 801.0, 'label': '2026软科分类标签 财46+', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4145011838,贺州学院,广西壮族自治区,贺州市,,广西壮族自治区,贺州市,本科,497,702,[],False,教育部2026名录（CSV镜像）,,1259,https://www.hzxy.edu.cn/,"西校区：广西贺州市八步区潇贺大道3261号,东校区：广西壮族自治区贺州市西约街169号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 702.0, 'label': '2026软科主榜 497', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4145013520,广西警察学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,本科,政30+,810,[],False,教育部2026名录（CSV镜像）,,1734,http://www.gxjcxy.edu.cn/,"仙葫校区：广西壮族自治区南宁市青秀区军堂路6号,五合校区：广西壮族自治区南宁市青秀区五合大道7号,长湖校区：广西壮族自治区南宁市青秀区长湖路6号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 810.0, 'label': '2026软科分类标签 政30+', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4145013524,北海艺术设计学院,广西壮族自治区,北海市,,广西壮族自治区,北海市,本科,,999999,[],True,教育部2026名录（CSV镜像）,民办,1758,https://www.sszss.com/?site_id=2,广西壮族自治区北海市新世纪大道1号,True,,,,,,,,,,,,{},0,,0,
4145016205,广西农业职业技术大学,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,本科,,999999,[],False,教育部2026名录（CSV镜像）,,1744,https://www.gxnzd.edu.cn/,"西校区：广西壮族自治区南宁市大学东路176号,东校区：广西南宁市邕武路24号",True,,,,,,,,,,,,{},0,,0,
4145013639,柳州工学院,广西壮族自治区,柳州市,,广西壮族自治区,柳州市,本科,100+,1040,[],True,教育部2026名录（CSV镜像）,民办,2368,https://www.lzhit.edu.cn/,"南校区：广西壮族自治区柳州市鱼峰区新柳大道99号,北校区：广西柳州市鱼峰区安和路16号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 1040.0, 'label': '2026软科分类标签 100+', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4145013640,广西民族大学相思湖学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,本科,,999999,[],True,教育部2026名录（CSV镜像）,民办,2370,http://www.xshxy.cn/,广西壮族自治区南宁市江南区友谊路55号,True,,,,,,,,,,,,{},0,,0,
4145013641,桂林学院,广西壮族自治区,桂林市,,广西壮族自治区,桂林市,本科,100+,1011,[],True,教育部2026名录（CSV镜像）,民办,2366,https://www.glc.edu.cn/,广西壮族自治区桂林市雁山区雁山镇雁中路3号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 1011.0, 'label': '2026软科分类标签 100+', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4145013642,南宁师范大学师园学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,本科,,999999,[],True,教育部2026名录（CSV镜像）,民办,2369,https://www.gxsy.edu.cn/,"明阳校区：广西壮族自治区南宁市明阳工业区明阳大道15号,防城港校区：广西壮族自治区防城港市防城区友谊路22号",True,,,,,,,,,,,,{},0,,0,
4145013643,广西中医药大学赛恩斯新医药学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,本科,,999999,[],True,教育部2026名录（CSV镜像）,民办,2372,https://www.gxzyxysy.com/,广西壮族自治区南宁市青秀区五合大道13号,True,,,,,,,,,,,,{},0,,0,
4145013644,桂林信息科技学院,广西壮族自治区,桂林市,,广西壮族自治区,桂林市,本科,100+,1010,[],True,教育部2026名录（CSV镜像）,民办,2367,https://www.guit.edu.cn/,桂林市临桂区岩图路9号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 1010.0, 'label': '2026软科分类标签 100+', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4145013645,南宁理工学院,广西壮族自治区,桂林市,,广西壮族自治区,桂林市,本科,100+,1046,[],True,教育部2026名录（CSV镜像）,民办,2628,https://www.bwgl.cn/,"南宁校区：广西南宁市广西-东盟经济技术开发区发展大道16号,桂林校区：广西桂林市雁山区雁山镇雁山街317号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 1046.0, 'label': '2026软科分类标签 100+', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4145013830,广西外国语学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,本科,语5+,1084,[],True,教育部2026名录（CSV镜像）,民办,2834,https://gxufl.edu.cn/,"五合校区：广西南宁市青秀区五合大道19号,空港校区：广西扶绥县中国 — 东盟南宁空港经济区空港大道89号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 1084.0, 'label': '2026软科分类标签 语5+', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4145013890,广西工业学院,广西壮族自治区,北海市,,广西壮族自治区,北海市,本科,,999999,[],False,教育部2026名录（CSV镜像）,,2373,,广西北海市南珠大道9号,True,,,,,,,,,,,,{},0,,0,
4145013920,广西城市职业大学,广西壮族自治区,崇左市,,广西壮族自治区,崇左市,本科,,999999,[],True,教育部2026名录（CSV镜像）,民办,1756,http://www.gxcvuedu.com/,"空港校区：广西壮族自治区南宁空港经济区同正大道655号,崇左校区：广西壮族自治区崇左市江州区骆越大道1号",True,,,,,,,,,,,,{},0,,0,
4145014684,广西职业师范学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,本科,500+,730,[],False,教育部2026名录（CSV镜像）,,3118,https://www.gxvnu.edu.cn/,广西壮族自治区南宁市大学东路105号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 730.0, 'label': '2026软科分类标签 500+', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4145011355,南宁职业技术大学,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,本科,,999999,[],False,教育部2026名录（CSV镜像）,,1736,https://www.nnvtu.edu.cn/,广西壮族自治区南宁市大学西路169号,True,,,,,,,,,,,,{},0,,0,
4145012104,柳州职业技术大学,广西壮族自治区,柳州市,,广西壮族自治区,柳州市,本科,,999999,[],False,教育部2026名录（CSV镜像）,,1739,https://www.lzpu.edu.cn/,"社湾校区：广西壮族自治区柳州市鱼峰区社湾路28号,官塘校区：广西壮族自治区柳州市鱼峰区官塘大道16号",True,,,,,,,,,,,,{},0,,0,
4145011671,桂林师范学院,广西壮族自治区,桂林市,,广西壮族自治区,桂林市,本科,,999999,[],False,教育部2026名录（CSV镜像）,,1730,https://www.glnc.edu.cn/,广西壮族自治区桂林市临桂区飞虎路9号,True,,,,,,,,,,,,{},0,,0,
4145011773,广西职业技术大学,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,本科,,999999,[],False,教育部2026名录（CSV镜像）,,1738,https://www.gxzjy.edu.cn/,广西壮族自治区南宁市江南区明阳大道19号,True,,,,,,,,,,,,{},0,,0,
4145010035,桂林生命与健康职业技术学院,广西壮族自治区,桂林市,,广西壮族自治区,桂林市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3418,https://www.glhic.edu.cn/content/2025/xxjj/8121.html,桂林市秀峰区中隐西路1号,True,,,,,,,,,,,,{},0,,0,
4145010867,广西机电职业技术学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1735,https://www.gxcme.edu.cn/,"相思湖校区：广西南宁市大学东路101号,江南校区：广西南宁市江南区下津路12号",True,,,,,,,,,,,,{},0,,0,
4145011350,广西体育高等专科学校,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1728,http://www.gxtznn.com/,"公园路校区：广西南宁市兴宁区公园路2号,相思湖校区：广西壮族自治区南宁市西乡塘区大学西路176号",True,,,,,,,,,,,,{},0,,0,
4145011608,广西水利电力职业技术学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1737,https://www.gxsdxy.cn,"长堽校区：广西南宁市兴宁区长堽路99号,里建校区：广西南宁市武鸣区广西-东盟经济开发区长岗大道98号,良庆校区：广西壮族自治区南宁市良庆区五象大道104号",True,,,,,,,,,,,,{},0,,0,
4145012344,广西生态工程职业技术学院,广西壮族自治区,柳州市,,广西壮族自治区,柳州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1740,https://www.gxstzy.cn/,广西壮族自治区柳州市柳北区沙塘镇君武路168号,True,,,,,,,,,,,,{},0,,0,
4145012356,广西交通职业技术学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1741,https://www.gxjtc.edu.cn/,"昆仑校区：广西壮族自治区南宁市兴宁区昆仑大道1258号,园湖校区：广西壮族自治区南宁市青秀区园湖北路12号,相思湖校区：广西壮族自治区南宁市西乡塘区大学东路109号",True,,,,,,,,,,,,{},0,,0,
4145012364,广西工业职业技术学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1742,https://www.gxgy.edu.cn/,"一校区：广西壮族自治区南宁市秀灵路37号,二校区：广西贵港市桂林路1118号,三校区：广西南宁市武鸣区武缘大道87号",True,,,,,,,,,,,,{},0,,0,
4145012379,广西国际商务职业技术学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1743,https://www.gxibvc.net/,"大学路校区：广西壮族自治区南宁市大学东路168号,东盟经开区校区：广西壮族自治区南宁市东盟经济技术开发区发展大道109号",True,,,,,,,,,,,,{},0,,0,
4145012392,柳州铁道职业技术学院,广西壮族自治区,柳州市,,广西壮族自治区,柳州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1745,https://www.ltzy.edu.cn/,广西壮族自治区柳州市鱼峰区文苑路2号,True,,,,,,,,,,,,{},0,,0,
4145013138,广西建设职业技术学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1746,https://www.gxjsxy.cn/,"罗文校区：广西壮族自治区南宁市西乡塘区罗文大道33号,武鸣校区：广西壮族自治区南宁市武鸣区发展大道9号",True,,,,,,,,,,,,{},0,,0,
4145013522,广西现代职业技术学院,广西壮族自治区,河池市,,广西壮族自治区,河池市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2686,https://www.gxxd.net.cn,广西河池市金城江区金城西路02号,True,,,,,,,,,,,,{},0,,0,
4145013523,北海职业学院,广西壮族自治区,北海市,,广西壮族自治区,北海市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1749,https://www.bhzyxy.edu.cn/,"校本部：广西壮族自治区北海市海城区西藏路48号,工业园区校区：广西壮族自治区北海市海城区台湾路和吉林路交叉口",True,,,,,,,,,,,,{},0,,0,
4145013526,桂林山水职业学院,广西壮族自治区,桂林市,,广西壮族自治区,桂林市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,1759,http://www.glsszyxy.com/,"临桂校区：广西壮族自治区桂林市临桂区人民路318号,灵川校区：广西壮族自治区桂林市灵川县灵钢路1号",True,,,,,,,,,,,,{},0,,0,
4145013827,广西经贸职业技术学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1750,https://www.gxjmxy.edu.cn/,"青山校区：广西壮族自治区南宁市青秀区青山路14号,五合校区：广西壮族自治区南宁市青秀区五合大道13号,明秀校区：广西壮族自治区南宁市西乡塘区明秀东路175号",True,,,,,,,,,,,,{},0,,0,
4145013828,广西工商职业技术学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1751,https://www.gxgsxy.edu.cn/,"鹏飞校区：广西壮族自治区南宁市西乡塘区鹏飞路15号,武鸣校区：广西壮族自治区南宁市武鸣区红岭大道588号,中尧校区：广西壮族自治区南宁市西乡塘区中尧路15号,新村校区：广西壮族自治区南宁市西乡塘区新村路8号",True,,,,,,,,,,,,{},0,,0,
4145013829,广西演艺职业学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,1761,https://www.gxart.cn,广西壮族自治区南宁市江南区明阳工业区明阳四路10号,True,,,,,,,,,,,,{},0,,0,
4145013831,广西电力职业技术学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1752,https://www.gxdlxy.com/,"五象校区：广西壮族自治区南宁市邕宁区玉洞大道109号,科园校区：广西壮族自治区南宁市科园大道39号",True,,,,,,,,,,,,{},0,,0,
4145014026,广西英华国际职业学院,广西壮族自治区,钦州市,,广西壮族自治区,钦州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,1755,https://www.gxtic.edu.cn/,广西壮族自治区钦州市钦南区西环南路188号,True,,,,,,,,,,,,{},0,,0,
4145014067,柳州城市职业学院,广西壮族自治区,柳州市,,广西壮族自治区,柳州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1753,https://www.lcvc.edu.cn/,"校本部：广西壮族自治区柳州市鱼峰区官塘大道文苑路1号,鹿寨分院：广西柳州市鹿寨县十里亭教育集中区",True,,,,,,,,,,,,{},0,,0,
4145014068,百色职业学院,广西壮族自治区,百色市,,广西壮族自治区,百色市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1754,https://www.gxbszy.cn/,"第一校区：百色市城东路群来坡巷161号,百东新校区：百色市右江区永靖大道",True,,,,,,,,,,,,{},0,,0,
4145014127,广西工程职业学院,广西壮族自治区,百色市,,广西壮族自治区,百色市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,1757,http://www.gxgcedu.com/,广西壮族自治区平果市大学城大学路1号,True,,,,,,,,,,,,{},0,,0,
4145014170,广西理工职业技术学院,广西壮族自治区,崇左市,,广西壮族自治区,崇左市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,2375,https://www.gxlgxy.edu.cn/#/,"壶兴校区：广西壮族自治区崇左市江州区壶兴路339-1号,城北校区：广西崇左市江州区环城北路",True,,,,,,,,,,,,{},0,,0,
4145014171,梧州职业学院,广西壮族自治区,梧州市,,广西壮族自治区,梧州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2374,http://www.wzzy.edu.cn/,广西壮族自治区梧州市三龙大道88号,True,,,,,,,,,,,,{},0,,0,
4145014211,广西经济职业学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,2376,https://www.gxevc.com,南宁市华侨投资区教育路2号,True,,,,,,,,,,,,{},0,,0,
4145014220,广西幼儿师范高等专科学校,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2365,https://www.gxyesf.edu.cn/,"青秀校区：广西南宁市青秀区民族大道77号,平果校区：广西百色市平果市大学路6号,东盟校区：广西东盟经济技术开发区发展大道2号",True,,,,,,,,,,,,{},0,,0,
4145014312,广西科技职业学院,广西壮族自治区,崇左市,,广西壮族自治区,崇左市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,2688,http://www.gxkjzy.com/,广西南宁空港经济区同正大道680号,True,,,,,,,,,,,,{},0,,0,
4145014313,广西卫生职业技术学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2687,https://www.gxwzy.edu.cn/,"昆仑校区：广西南宁市兴宁区昆仑大道8号,桃源校区：广西南宁市青秀区桃源路37号",True,,,,,,,,,,,,{},0,,0,
4145014481,广西培贤国际职业学院,广西壮族自治区,百色市,,广西壮族自治区,百色市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3212,https://www.peixianedu.cn/pcindex.html,广西平果县大学城大学东路12号,True,,,,,,,,,,,,{},0,,0,
4145014512,广西金融职业技术学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3218,http://www.gxjrxy.edu.cn/,"东校区：广西南宁市西乡塘区大学东路91号,西校区：广西南宁市西乡塘区大学西路168号",True,,,,,,,,,,,,{},0,,0,
4145014546,广西中远职业学院,广西壮族自治区,崇左市,,广西壮族自治区,崇左市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,,,,True,,,,,,,,,,,,{},0,,0,
4145014573,玉柴职业技术学院,广西壮族自治区,玉林市,,广西壮族自治区,玉林市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,,,,True,,,,,,,,,,,,{},0,,0,
4145014574,广西蓝天航空职业学院,广西壮族自治区,来宾市,,广西壮族自治区,来宾市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3390,https://www.gxltu.edu.cn/,广西壮族自治区来宾市铁北大道968号,True,,,,,,,,,,,,{},0,,0,
4145014611,广西安全工程职业技术学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3324,http://www.gxaqzy.edu.cn/,广西南宁市武鸣区红岭大道592号,True,,,,,,,,,,,,{},0,,0,
4145014668,广西自然资源职业技术学院,广西壮族自治区,崇左市,,广西壮族自治区,崇左市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3470,https://www.gxnrvtc.edu.cn/,中国-东盟南宁空港经济区空港大道东29号,True,,,,,,,,,,,,{},0,,0,
4145014693,钦州幼儿师范高等专科学校,广西壮族自治区,钦州市,,广西壮族自治区,钦州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3493,https://www.qzyz.edu.cn/,"钦州校区：广西壮族自治区钦州市钦南区南珠街道西环南路89号,合浦校区：北海市合浦县县城",True,,,,,,,,,,,,{},0,,0,
4145014694,梧州医学高等专科学校,广西壮族自治区,梧州市,,广西壮族自治区,梧州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3494,https://www.wuzmc.edu.cn/,广西自治区梧州市龙圩区学院北路1号,True,,,,,,,,,,,,{},0,,0,
4145014722,广西制造工程职业技术学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3521,https://www.gxzzzy.cn/,广西东盟经济技术开发区宝源南路29号,True,,,,,,,,,,,,{},0,,0,
4145014723,广西物流职业技术学院,广西壮族自治区,贵港市,,广西壮族自治区,贵港市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3522,https://www.gxlvtc.edu.cn/,广西贵港市港北区聚贤路8号,True,,,,,,,,,,,,{},0,,0,
4145014762,防城港职业技术学院,广西壮族自治区,防城港市,,广西壮族自治区,防城港市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3590,https://www.fcgzy.edu.cn/,广西壮族自治区防城港市防城区江山半岛教育园区,True,,,,,,,,,,,,{},0,,0,
4145014763,广西信息职业技术学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3591,https://www.gxuie.cn/,"东宝校区：广西南宁市青秀区东宝路1-1号,五象校区：广西南宁市邕宁区步云路31号",True,,,,,,,,,,,,{},0,,0,
4145014764,广西农业工程职业技术学院,广西壮族自治区,崇左市,,广西壮族自治区,崇左市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3592,http://www.gxngy.edu.cn/,东盟南宁空港扶绥经济区空港大道25号,True,,,,,,,,,,,,{},0,,0,
4145014765,北海康养职业学院,广西壮族自治区,北海市,,广西壮族自治区,北海市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3593,https://www.bhkyxy.com/,北海市银海区金海岸大道666号,True,,,,,,,,,,,,{},0,,0,
4245051675,崇左幼儿师范高等专科学校,广西壮族自治区,崇左市,,广西壮族自治区,崇左市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3048,http://www.czygz.edu.cn/main.htm,广西崇左市江州区崇善大道55号,True,,,,,,,,,,,,{},0,,0,
4145014821,广西质量工程职业技术学院,广西壮族自治区,南宁市,,广西壮族自治区,南宁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3609,https://www.gxzlgc.edu.cn/,南宁市武鸣区南宁华侨投资区(广西东盟经济技术开发区)发展大道12号,True,,,,,,,,,,,,{},0,,0,
4145014822,桂林信息工程职业学院,广西壮族自治区,桂林市,,广西壮族自治区,桂林市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3651,https://www.glcie.edu.cn/,桂林市经济技术开发区木兰街7号,True,,,,,,,,,,,,{},0,,0,
4145014868,玉林职业技术学院,广西壮族自治区,玉林市,,广西壮族自治区,玉林市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3732,https://www.ylzy.edu.cn/,广西玉林市玉州区空港大学城大学路1号,True,,,,,,,,,,,,{},0,,0,
4145014869,广西智能制造职业技术学院,广西壮族自治区,柳州市,,广西壮族自治区,柳州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3733,https://new.gxgj.com/,广西柳州市鱼峰区江东大道66号,True,,,,,,,,,,,,{},0,,0,
4145014966,贺州职业技术学院,广西壮族自治区,贺州市,,广西壮族自治区,贺州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3900,,,True,,,,,,,,,,,,{},0,,0,
4145014967,北海海运职业学院,广西壮族自治区,北海市,,广西壮族自治区,北海市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3901,https://www.bma-bh.com,主校区：广西北海市江苏路299号,True,,,,,,,,,,,,{},0,,0,
4145014968,防城港现代食药品职业学院,广西壮族自治区,防城港市,,广西壮族自治区,防城港市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3902,,,True,,,,,,,,,,,,{},0,,0,
4145014969,贵港应用技术职业学院,广西壮族自治区,贵港市,,广西壮族自治区,贵港市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3903,,,True,,,,,,,,,,,,{},0,,0,
4146010589,海南大学,海南省,海口市,,海南省,海口市,本科,87,111,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,504,https://www.hainanu.edu.cn,"海甸校区：海南省海口市美兰区人民大道58号,儋州校区：海南省儋州市那大镇宝岛新村,城西校区：海南省海口市龙华区学院路4号,观澜湖校区：海南省龙华区龙桥镇博片村一带,崖州湾科教园校区：三亚市崖州湾科技城规划一路",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 111.0, 'label': '2026软科主榜 87', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4146011100,海南热带海洋学院,海南省,三亚市,,海南省,三亚市,本科,463,667,[],False,教育部2026名录（CSV镜像）,,1249,https://www.hntou.edu.cn/,"三亚校区：海南省三亚市吉阳区育才路1号,五指山校区：海南省五指山市泰翡路1号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 667.0, 'label': '2026软科主榜 463', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4146011658,海南师范大学,海南省,海口市,,海南省,海口市,本科,227,319,[],False,教育部2026名录（CSV镜像）,,511,https://www.hainnu.edu.cn/,"龙昆南校区：海南省海口市琼山区龙昆南路99号,桂林洋校区：海南省海口市美兰区校际一号路3号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 319.0, 'label': '2026软科主榜 227', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4146011810,海南医科大学,海南省,海口市,,海南省,海口市,本科,医31,329,[],False,教育部2026名录（CSV镜像）,,512,https://www.muhn.edu.cn/,"城西校区：海南省海口市龙华区学院路3号,龙华校区：海南省海口市龙华区龙华路33号,桂林洋校区：海南省海口市美兰区国营桂林洋农场",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 329.0, 'label': '2026软科分类标签 医31', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
